time,x,y,z
1494,-0.4079,-2.064,-0.1801
1511,-0.4075,-2.064,-0.1801
1529,-0.4046,-2.066,-0.1794
1545,-0.4046,-2.066,-0.1794
1562,-0.4046,-2.066,-0.1797
1582,-0.4046,-2.065,-0.1802
1596,-0.4042,-2.064,-0.1834
1611,-0.4042,-2.064,-0.1834
1630,-0.4025,-2.062,-0.188
1644,-0.396,-2.06,-0.1839
1662,-0.3861,-2.061,-0.177
1679,-0.376,-2.064,-0.1697
1696,-0.376,-2.064,-0.1697
1712,-0.369,-2.066,-0.1656
1729,-0.3664,-2.068,-0.1635
1750,-0.3645,-2.068,-0.1621
1763,-0.3645,-2.068,-0.1621
1782,-0.3647,-2.068,-0.1603
1800,-0.3758,-2.07,-0.1618
1813,-0.3866,-2.067,-0.1743
1830,-0.3866,-2.067,-0.1743
1846,-0.4048,-2.062,-0.1866
1862,-0.3956,-2.066,-0.2247
1881,-0.3716,-2.086,-0.2613
1899,-0.3716,-2.086,-0.2613
1912,-0.3427,-2.101,-0.2624
1930,-0.3235,-2.1,-0.2487
1948,-0.3233,-2.092,-0.2499
1962,-0.3233,-2.092,-0.2499
1979,-0.325,-2.094,-0.2551
1996,-0.3274,-2.095,-0.2572
2014,-0.3285,-2.094,-0.258
2031,-0.3275,-2.096,-0.2574
2047,-0.3275,-2.096,-0.2574
2062,-0.3351,-2.097,-0.2603
2085,-0.3593,-2.092,-0.2623
2099,-0.3559,-2.093,-0.2629
2116,-0.3559,-2.093,-0.2629
2129,-0.3506,-2.093,-0.2615
2146,-0.346,-2.095,-0.2506
2161,-0.346,-2.095,-0.2506
2185,-0.3453,-2.099,-0.2387
2201,-0.3453,-2.099,-0.2387
2214,-0.4046,-2.064,-0.1943
2229,-0.4041,-2.065,-0.1945
2242,-0.4041,-2.065,-0.1945
2305,-0.4048,-2.066,-0.1954
2417,-0.4066,-2.065,-0.1969
2429,-0.4099,-2.067,-0.1992
2441,-0.4099,-2.067,-0.1992
2469,-0.4152,-2.066,-0.2011
2469,-0.4171,-2.067,-0.2019
2498,-0.4195,-2.066,-0.2024
2523,-0.4211,-2.066,-0.2028
2523,-0.4211,-2.066,-0.2028
2524,-0.4208,-2.066,-0.2025
2524,-0.4185,-2.067,-0.2005
2524,-0.4185,-2.067,-0.2005
2525,-0.4173,-2.069,-0.1981
2525,-0.417,-2.072,-0.1969
2525,-0.4189,-2.073,-0.1981
2526,-0.4189,-2.073,-0.1981
2531,-0.4202,-2.075,-0.2
2547,-0.42,-2.075,-0.1994
2561,-0.4197,-2.075,-0.1984
2578,-0.4197,-2.075,-0.1984
