time,x,y,z
3268,-0.6306,-1.775,-0.2243
3278,-0.6306,-1.774,-0.2252
3298,-0.6307,-1.775,-0.2257
3310,-0.6346,-1.776,-0.2181
3332,-0.6376,-1.774,-0.2174
3346,-0.6376,-1.774,-0.2174
3363,-0.6376,-1.774,-0.2174
3446,-0.6532,-1.763,-0.2259
3466,-0.6532,-1.75,-0.2387
3480,-0.657,-1.741,-0.2487
3496,-0.657,-1.741,-0.2487
3511,-0.6598,-1.737,-0.2564
3532,-0.6598,-1.737,-0.2564
3557,-0.6603,-1.735,-0.256
3659,-0.6223,-1.733,-0.3237
3678,-0.6146,-1.739,-0.3396
3699,-0.6175,-1.734,-0.366
3710,-0.6251,-1.723,-0.3885
3726,-0.626,-1.714,-0.4077
3742,-0.626,-1.714,-0.4077
3762,-0.6334,-1.712,-0.411
3777,-0.6327,-1.716,-0.4204
3792,-0.6327,-1.716,-0.4204
3810,-0.6327,-1.716,-0.4204
6396,-0.6376,-1.721,-0.439
6415,-0.6378,-1.721,-0.439
6428,-0.6369,-1.721,-0.4383
6448,-0.6356,-1.721,-0.4369
6462,-0.6364,-1.722,-0.437
6479,-0.6363,-1.722,-0.4369
6495,-0.6354,-1.721,-0.4372
6511,-0.6363,-1.722,-0.4374
6532,-0.6367,-1.722,-0.4373
6545,-0.6367,-1.722,-0.4373
6562,-0.6366,-1.722,-0.4372
6579,-0.6365,-1.722,-0.4372
6597,-0.6364,-1.722,-0.4371
6615,-0.6353,-1.722,-0.4372
6629,-0.6352,-1.722,-0.4371
6646,-0.6323,-1.723,-0.4368
6665,-0.6324,-1.723,-0.4368
6687,-0.6332,-1.723,-0.4368
14430,-0.6573,-1.718,-0.4237
14448,-0.6502,-1.721,-0.4277
14464,-0.6493,-1.726,-0.4313
14478,-0.649,-1.727,-0.4317
14498,-0.6464,-1.73,-0.4324
14513,-0.6459,-1.727,-0.4317
14534,-0.6462,-1.726,-0.4309
14552,-0.6469,-1.724,-0.4305
14562,-0.6467,-1.724,-0.4307
14580,-0.6463,-1.724,-0.4298
14596,-0.6457,-1.724,-0.4296
14613,-0.6455,-1.724,-0.4297
14630,-0.6456,-1.724,-0.4296
14648,-0.6464,-1.724,-0.4303
14664,-0.6469,-1.723,-0.4295
14686,-0.6482,-1.723,-0.43
14700,-0.6481,-1.723,-0.4301
14712,-0.6478,-1.722,-0.4285
14730,-0.6477,-1.723,-0.4282
14747,-0.6486,-1.724,-0.4288
14764,-0.6486,-1.724,-0.4289
14777,-0.6486,-1.724,-0.4289
22615,-0.6727,-1.702,-0.4186
22629,-0.6725,-1.7,-0.4203
22649,-0.6711,-1.698,-0.4213
22664,-0.6711,-1.698,-0.4213
22679,-0.6711,-1.698,-0.4213
22965,-0.6686,-1.708,-0.4235
22979,-0.6672,-1.709,-0.4238
22997,-0.6656,-1.71,-0.4261
23015,-0.6655,-1.71,-0.4262
23036,-0.6637,-1.709,-0.4257
23052,-0.6617,-1.708,-0.4249
23065,-0.6614,-1.706,-0.4243
23082,-0.6612,-1.706,-0.4243
23103,-0.6607,-1.705,-0.4241
23112,-0.6589,-1.705,-0.4237
23137,-0.6587,-1.706,-0.4234
23149,-0.6585,-1.706,-0.4236
23165,-0.6583,-1.705,-0.4236
23178,-0.6594,-1.705,-0.4236
23199,-0.6599,-1.706,-0.4241
23213,-0.6598,-1.706,-0.424
23229,-0.6601,-1.706,-0.4252
23246,-0.6601,-1.707,-0.4269
23264,-0.6603,-1.708,-0.4273
23278,-0.6602,-1.708,-0.4274
23296,-0.6616,-1.708,-0.428
23311,-0.6616,-1.707,-0.427
23334,-0.6623,-1.708,-0.4277
23344,-0.6623,-1.708,-0.4278
23363,-0.6626,-1.709,-0.4282
23377,-0.6624,-1.709,-0.4278
23394,-0.6624,-1.708,-0.4278
23412,-0.6623,-1.708,-0.4278
23427,-0.6609,-1.708,-0.4274
23445,-0.6593,-1.707,-0.4263
23462,-0.6586,-1.706,-0.4256
23480,-0.6586,-1.706,-0.4256
23496,-0.6584,-1.706,-0.4256
23512,-0.658,-1.706,-0.4254
23534,-0.6589,-1.706,-0.4256
23549,-0.6596,-1.707,-0.4264
23561,-0.6596,-1.707,-0.4265
23580,-0.6599,-1.706,-0.427
23595,-0.6602,-1.707,-0.4279
23614,-0.6602,-1.707,-0.428
23631,-0.6599,-1.707,-0.4275
23646,-0.659,-1.707,-0.4267
23663,-0.6575,-1.706,-0.4248
23683,-0.6571,-1.706,-0.4238
23698,-0.6569,-1.706,-0.4237
23711,-0.6563,-1.706,-0.4235
23732,-0.6563,-1.706,-0.4234
23749,-0.6566,-1.705,-0.4231
23764,-0.6565,-1.705,-0.423
23782,-0.6565,-1.705,-0.4228
23796,-0.6565,-1.705,-0.4227
23814,-0.6568,-1.705,-0.4225
23830,-0.6567,-1.705,-0.4224
23848,-0.6574,-1.704,-0.4226
23865,-0.6572,-1.704,-0.4227
23882,-0.6571,-1.704,-0.4227
23895,-0.6571,-1.704,-0.4226
23910,-0.6571,-1.704,-0.4227
23930,-0.657,-1.704,-0.4227
24534,-0.6518,-1.709,-0.4216
24549,-0.6525,-1.709,-0.4231
24572,-0.653,-1.709,-0.4237
