time,x,y,z
3269,-0.5695,-1.708,-0.317
3280,-0.5694,-1.707,-0.318
3298,-0.5698,-1.708,-0.3186
3311,-0.5706,-1.708,-0.3192
3332,-0.5108,-1.754,-0.2274
3346,-0.4993,-1.769,-0.2141
3364,-0.4942,-1.774,-0.2073
3384,-0.4845,-1.784,-0.1955
3395,-0.4778,-1.792,-0.1891
3412,-0.4723,-1.798,-0.1823
3431,-0.4648,-1.811,-0.1751
3446,-0.4558,-1.83,-0.1613
3468,-0.4482,-1.847,-0.1517
3481,-0.4433,-1.859,-0.1483
3497,-0.437,-1.868,-0.1411
3512,-0.4332,-1.877,-0.1382
3532,-0.425,-1.891,-0.1355
3557,-0.415,-1.911,-0.1338
3575,-0.4115,-1.917,-0.1371
3590,-0.4109,-1.926,-0.14
3607,-0.405,-1.936,-0.1363
3625,-0.402,-1.934,-0.1366
3648,-0.3964,-1.936,-0.1371
3660,-0.3873,-1.94,-0.138
3679,-0.3814,-1.948,-0.1359
3700,-0.3756,-1.952,-0.1361
3711,-0.3686,-1.956,-0.1353
3727,-0.3643,-1.963,-0.1349
3742,-0.3589,-1.97,-0.1335
3762,-0.3552,-1.972,-0.1331
3777,-0.3485,-1.975,-0.1327
3794,-0.3421,-1.975,-0.1339
3814,-0.3365,-1.98,-0.1329
3824,-0.3329,-1.979,-0.1343
3844,-0.3252,-1.975,-0.1383
3858,-0.3178,-1.972,-0.1433
3879,-0.3118,-1.975,-0.1437
3891,-0.313,-1.972,-0.146
3908,-0.3115,-1.967,-0.148
3928,-0.3096,-1.964,-0.1484
3942,-0.3055,-1.965,-0.149
3960,-0.2986,-1.962,-0.1502
3973,-0.2899,-1.96,-0.1519
3991,-0.2904,-1.958,-0.1496
4007,-0.2863,-1.958,-0.1497
4024,-0.2862,-1.957,-0.1472
4040,-0.2816,-1.956,-0.1475
4057,-0.2717,-1.954,-0.1502
4074,-0.2674,-1.954,-0.1506
4091,-0.2625,-1.951,-0.1504
4109,-0.2541,-1.947,-0.1536
4127,-0.2504,-1.945,-0.1571
4144,-0.2457,-1.944,-0.158
4160,-0.2436,-1.944,-0.1608
4174,-0.241,-1.944,-0.1638
4195,-0.2392,-1.944,-0.167
4209,-0.2353,-1.943,-0.1684
4232,-0.2385,-1.945,-0.1658
4376,-0.2206,-1.951,-0.1854
4390,-0.2199,-1.95,-0.1862
4413,-0.2191,-1.949,-0.1891
4424,-0.2146,-1.95,-0.194
4440,-0.2141,-1.948,-0.1935
4457,-0.2129,-1.949,-0.1946
