time,x,y,z
10,-0.7287,0.003247,-0.04343
56,-0.7289,0.002798,-0.04374
56,-0.7297,0.004843,-0.04323
79,-0.7298,0.005518,-0.04273
110,-0.7299,0.00533,-0.04289
120,-0.7315,0.004949,-0.0405
137,-0.7321,0.004814,-0.03481
155,-0.7325,0.004491,-0.03445
176,-0.7332,0.003628,-0.02456
189,-0.7338,0.004098,-0.01591
202,-0.7364,0.003254,-0.004578
222,-0.7372,0.002784,-0.00134
248,-0.7388,0.007477,0.009429
270,-0.7392,0.01091,0.01851
283,-0.7398,0.01133,0.02255
302,-0.7378,0.01468,0.02962
318,-0.7372,0.01873,0.03637
337,-0.7367,0.02241,0.04127
354,-0.7371,0.0234,0.04576
367,-0.7349,0.02951,0.0513
387,-0.7317,0.03298,0.05282
404,-0.7288,0.0364,0.05533
420,-0.7282,0.03843,0.05947
448,-0.7317,0.04721,0.06657
472,-0.7352,0.05613,0.0715
487,-0.7352,0.05924,0.0757
503,-0.7314,0.06572,0.079
523,-0.7322,0.07245,0.08514
538,-0.7359,0.07525,0.08914
553,-0.7361,0.07887,0.09338
569,-0.7363,0.08309,0.09628
586,-0.7353,0.09079,0.1021
601,-0.7361,0.0939,0.1043
617,-0.7362,0.0978,0.1083
648,-0.7344,0.1117,0.1168
667,-0.7321,0.1159,0.1167
684,-0.7318,0.1204,0.1205
704,-0.7265,0.1258,0.1211
720,-0.7231,0.1278,0.123
734,-0.722,0.1322,0.1263
751,-0.723,0.1317,0.1294
769,-0.7215,0.1336,0.1312
784,-0.7205,0.1371,0.1311
806,-0.721,0.1406,0.1315
823,-0.7203,0.1439,0.1339
854,-0.7222,0.1459,0.1375
869,-0.7222,0.1496,0.1403
884,-0.7219,0.1524,0.1425
907,-0.7223,0.1522,0.1445
916,-0.7212,0.1522,0.1464
933,-0.7209,0.1545,0.1486
955,-0.7202,0.1555,0.1508
967,-0.719,0.1567,0.1534
984,-0.7187,0.1577,0.1565
1006,-0.7162,0.1586,0.1584
1021,-0.7156,0.1606,0.1607
1045,-0.7122,0.1625,0.1643
