time,x,y,z
137,1.129,0.08586,-0.0896
406,1.13,0.09353,-0.0953
616,1.131,0.09802,-0.09931
638,1.014,-0.2107,-0.1275
662,1.015,-0.2083,-0.125
676,1.028,-0.1927,-0.05488
694,1.035,-0.1878,-0.0124
708,1.037,-0.1851,0.0008106
723,1.041,-0.1809,0.03761
741,1.041,-0.1831,0.05855
756,1.04,-0.1833,0.07638
773,1.041,-0.1811,0.09333
787,1.051,-0.1893,0.1239
806,1.05,-0.1896,0.1179
1109,1.167,-0.152,-0.1852
1322,1.161,-0.1189,-0.1579
1600,1.162,-0.08613,-0.1475
1863,1.163,-0.05774,-0.1379
2140,1.166,-0.03322,-0.1419
2190,0.8934,-0.1857,0.1317
2215,0.8309,-0.2035,0.07267
2228,0.8005,-0.2145,0.04722
2242,0.797,-0.2198,0.04382
2256,0.7864,-0.2236,0.03449
2272,0.78,-0.2221,0.02793
2288,0.7856,-0.2156,0.03051
2306,0.7834,-0.2093,0.02461
2324,0.7766,-0.2103,0.01794
2340,0.7764,-0.2031,0.01383
2355,0.78,-0.1985,0.0131
2372,0.7848,-0.196,0.01205
2391,0.7809,-0.1953,0.006818
2405,0.7868,-0.1898,0.00971
2425,0.7939,-0.185,0.01305
2439,0.7979,-0.1818,0.01225
2455,0.7967,-0.1803,0.009138
2476,0.8007,-0.1793,0.007845
2490,0.8017,-0.1769,0.007596
2505,0.8051,-0.1763,0.001943
2522,0.805,-0.1749,-0.0007657
2540,0.8099,-0.1753,-0.008551
2561,0.8107,-0.1751,-0.00727
2576,0.8108,-0.1766,-0.004776
2592,0.8117,-0.1776,-0.004236
2608,0.8121,-0.177,-0.005971
2622,0.8115,-0.1787,-0.003986
2641,0.8133,-0.1803,-0.002062
2656,0.8149,-0.1829,-0.0008797
2670,0.8153,-0.1828,-0.001944
2688,0.8148,-0.1841,-0.0008436
2704,0.8156,-0.1853,-0.0004306
2722,0.8163,-0.1862,0.0003876
2738,0.8166,-0.1863,-0.0001911
2755,0.8179,-0.1864,0.0001837
2772,0.8187,-0.1865,0.001
2788,0.8191,-0.1864,0.001618
2804,0.8195,-0.1865,0.001293
2823,0.8197,-0.1862,0.001895
2840,0.8191,-0.186,0.002225
2857,0.819,-0.1857,0.002184
2872,0.8192,-0.1857,0.002016
2889,0.8194,-0.1855,0.00202
2907,0.8195,-0.1855,0.002417
2923,0.8195,-0.1855,0.002429
2940,0.8196,-0.1855,0.002314
2955,0.8197,-0.1857,0.002618
2973,0.8195,-0.186,0.0031
2990,0.8196,-0.186,0.003949
3005,0.8198,-0.1861,0.003868
3023,0.8196,-0.1863,0.004344
3042,0.8194,-0.1866,0.004602
3056,0.8194,-0.1871,0.004644
3074,0.8196,-0.1871,0.00461
3089,0.8193,-0.1872,0.004743
3107,0.8196,-0.1873,0.004962
3124,0.8194,-0.1871,0.005217
3143,0.8193,-0.1869,0.005259
3159,0.8194,-0.187,0.005251
3176,0.8198,-0.1868,0.005034
3189,0.8197,-0.1869,0.004972
3205,0.8197,-0.1869,0.004964
3221,0.8202,-0.1872,0.004997
3238,0.8209,-0.1874,0.004722
3256,0.8205,-0.1873,0.00485
3275,0.8206,-0.1872,0.005103
3290,0.8207,-0.1873,0.005097
3306,0.8212,-0.1871,0.005465
3324,0.821,-0.1867,0.005223
