time,x,y,z
40,1.057,-0.05515,-0.3258
250,1.055,-0.05034,-0.3269
501,1.051,-0.04807,-0.3227
783,1.052,-0.04281,-0.322
999,1.053,-0.04132,-0.3259
1280,1.05,-0.03877,-0.3251
1349,1.023,-0.05287,-0.2962
1378,1.03,-0.0529,-0.2957
1398,1.044,-0.06021,-0.2966
1415,1.044,-0.06021,-0.2966
1432,1.042,-0.0613,-0.2954
1448,1.042,-0.0613,-0.2954
1473,1.043,-0.06138,-0.2959
1536,1.05,-0.05166,-0.2891
1555,1.043,-0.05159,-0.2904
1577,1.041,-0.05185,-0.2929
1602,1.041,-0.05185,-0.2929
1797,1.039,-0.06822,-0.3074
1814,0.997,-0.08429,-0.3365
1831,0.997,-0.08429,-0.3365
1872,0.9455,-0.02902,-0.3099
1884,0.9401,-0.0284,-0.3157
1901,0.9363,-0.03343,-0.3187
1918,0.9363,-0.03343,-0.3187
2241,1.03,-0.03741,-0.3273
2499,1.036,-0.03631,-0.3288
2536,1.043,-0.04435,-0.2604
2551,1.047,-0.04125,-0.2378
2579,1.047,-0.0291,-0.149
2601,1.053,-0.02291,-0.09378
2617,1.053,-0.02072,-0.0774
2635,1.05,-0.01016,-0.04854
2652,1.045,-0.01167,-0.03133
2670,1.037,-0.0144,-0.01295
2686,1.035,-0.01248,0.004497
2703,1.022,-0.01576,0.01943
2720,1.01,-0.02155,0.03869
2738,0.9949,-0.02439,0.05226
2749,0.9896,-0.02433,0.06918
2777,0.9667,-0.03416,0.06111
2784,0.9592,-0.03536,0.07479
2801,0.9449,-0.03493,0.07293
2815,0.9367,-0.03598,0.0846
2832,0.9226,-0.03064,0.07973
2853,0.9169,-0.02431,0.07445
2866,0.91,-0.0189,0.06926
2883,0.902,-0.018,0.07527
2901,0.8954,-0.01005,0.07024
2918,0.8909,-0.008045,0.06304
2943,0.8873,-0.01038,0.05981
2950,0.8809,-0.009222,0.06228
2977,0.8755,-0.01358,0.06258
3001,0.8662,-0.03714,0.06184
3019,0.8602,-0.03907,0.06367
3036,0.8606,-0.04988,0.06466
3050,0.8689,-0.05304,0.06457
3070,0.8835,-0.05537,0.06402
3083,0.8815,-0.05802,0.06537
3100,0.891,-0.05133,0.06384
3117,0.9018,-0.04373,0.05971
3133,0.9171,-0.0348,0.04917
3149,0.919,-0.03455,0.04857
3177,0.9494,-0.02074,0.0227
3202,0.9653,-0.01348,0.007735
3221,0.9712,-0.01116,0.003349
3235,0.9863,-0.004067,-0.01051
3250,0.9974,3.598e-05,-0.02094
3271,1.011,0.002392,-0.03321
3285,1.019,0.005357,-0.03975
3300,1.029,0.007095,-0.05425
3318,1.034,0.00809,-0.07302
3335,1.041,0.008859,-0.09575
3353,1.049,0.0114,-0.106
3380,1.043,0.00464,-0.1521
3405,1.048,-0.0009523,-0.1919
3417,1.053,-0.0005837,-0.2084
3434,1.049,-0.007849,-0.2373
3451,1.039,-0.01108,-0.2686
3469,1.039,-0.009101,-0.2527
3484,1.039,-0.009548,-0.2634
3508,0.9741,0.007012,-0.3122
3518,1.002,0.011,-0.2942
3533,0.9804,0.03077,-0.3385
3553,0.9784,0.03171,-0.3389
3886,1.04,0.01882,-0.3059
4157,1.049,0.01429,-0.3046
4429,1.06,0.01105,-0.3098
4703,1.066,0.01166,-0.313
4919,1.071,0.01364,-0.3164
5191,1.074,0.01471,-0.3173
5456,1.076,0.01516,-0.3174
5677,1.079,0.01655,-0.3163
5904,1.085,0.02277,-0.3206
6169,1.097,0.03245,-0.3334
6438,1.105,0.0349,-0.3361
6708,1.12,0.04573,-0.3486
6867,1.132,0.05133,-0.358
7133,1.142,0.05692,-0.3661
7400,1.151,0.06363,-0.3753
7665,1.158,0.06936,-0.386
7933,1.16,0.07384,-0.3848
8205,1.166,0.07841,-0.3918
8477,1.169,0.07947,-0.3958
8748,1.168,0.0809,-0.3928
8964,1.168,0.08239,-0.3935
9229,1.169,0.08226,-0.4007
9499,1.168,0.08097,-0.3925
9775,1.172,0.0829,-0.4023
