time,x,y,z
7,0.8579,-0.2241,0.006969
33,0.858,-0.2242,0.007007
60,0.858,-0.2242,0.007021
77,0.858,-0.2242,0.006924
90,0.858,-0.2242,0.006937
102,0.858,-0.2242,0.00692
121,0.858,-0.2242,0.006916
136,0.858,-0.2242,0.00692
150,0.8578,-0.2242,0.006857
172,0.8579,-0.2243,0.006679
186,0.8578,-0.2245,0.006479
205,0.8578,-0.2245,0.006485
218,0.8574,-0.2244,0.006394
235,0.8575,-0.2244,0.006498
250,0.8576,-0.2244,0.006584
268,0.8576,-0.2244,0.006587
293,0.8578,-0.2245,0.006463
301,0.8577,-0.2245,0.006465
320,0.858,-0.2243,0.006316
335,0.858,-0.2243,0.006316
352,0.858,-0.224,0.005973
369,0.8581,-0.2238,0.005802
385,0.8581,-0.2237,0.005589
401,0.8582,-0.2237,0.005585
418,0.8582,-0.2237,0.005567
435,0.8584,-0.2237,0.005721
452,0.8585,-0.2236,0.00568
472,0.8585,-0.2236,0.005666
490,0.8588,-0.2237,0.005637
503,0.859,-0.2237,0.005603
517,0.8591,-0.2237,0.005453
534,0.8591,-0.2237,0.005432
550,0.8593,-0.2237,0.005393
568,0.8594,-0.2239,0.005465
584,0.8595,-0.224,0.005207
601,0.8596,-0.224,0.005178
617,0.8592,-0.2241,0.004869
634,0.8592,-0.2242,0.004959
651,0.8591,-0.2243,0.004989
667,0.8591,-0.2243,0.004965
690,0.859,-0.2244,0.005219
702,0.8588,-0.2245,0.005253
719,0.8588,-0.2245,0.005357
736,0.8588,-0.2245,0.005342
750,0.8588,-0.2246,0.005437
766,0.8588,-0.2246,0.005494
784,0.8589,-0.2246,0.005486
801,0.8589,-0.2246,0.005482
818,0.8588,-0.2246,0.005472
834,0.8587,-0.2244,0.005469
853,0.8585,-0.2243,0.005432
870,0.8585,-0.2243,0.005418
892,0.8577,-0.2235,0.005353
902,0.8576,-0.2235,0.005331
918,0.8582,-0.2235,0.005584
935,0.8582,-0.2235,0.005576
952,0.8582,-0.2236,0.005766
972,0.8581,-0.2236,0.00575
984,0.858,-0.2235,0.005686
1003,0.8579,-0.2235,0.005683
1018,0.858,-0.2236,0.005696
1035,0.858,-0.2236,0.005793
1054,0.8583,-0.2237,0.005714
1070,0.8583,-0.2237,0.005712
1094,0.8584,-0.2238,0.005731
1105,0.8584,-0.2238,0.005729
1119,0.8584,-0.2238,0.005671
1135,0.8584,-0.2238,0.005669
1153,0.8584,-0.2239,0.005741
1169,0.8587,-0.2238,0.00579
1189,0.8586,-0.2238,0.005936
1202,0.8584,-0.2236,0.006023
1217,0.8584,-0.2236,0.006028
1236,0.8584,-0.2237,0.00596
1251,0.8592,-0.224,0.005889
1267,0.8592,-0.2239,0.005889
1292,0.8591,-0.2239,0.005932
1301,0.8591,-0.2238,0.005934
1318,0.859,-0.2238,0.00603
1335,0.859,-0.2238,0.006033
1351,0.8589,-0.2238,0.006061
1367,0.8591,-0.2239,0.00567
1385,0.8589,-0.2238,0.005692
1401,0.8586,-0.2237,0.005624
1419,0.8586,-0.2237,0.005618
1435,0.8584,-0.2237,0.005652
1454,0.8581,-0.2237,0.005529
1467,0.8581,-0.2236,0.005523
1493,0.8577,-0.2233,0.005118
1503,0.8576,-0.2233,0.005105
1518,0.8578,-0.2234,0.005269
1535,0.8578,-0.2234,0.005263
1551,0.8577,-0.2233,0.005335
1567,0.8576,-0.223,0.005367
1585,0.8576,-0.223,0.005449
1604,0.8576,-0.223,0.005445
1617,0.8574,-0.2229,0.005531
1635,0.8576,-0.2228,0.005706
1653,0.8576,-0.2228,0.005738
1668,0.8576,-0.2228,0.005741
1700,0.8578,-0.2228,0.005908
1719,0.8579,-0.2228,0.005882
1739,0.8579,-0.2228,0.005885
1751,0.858,-0.2229,0.005832
1767,0.858,-0.2229,0.005788
1788,0.858,-0.2228,0.005774
1802,0.8578,-0.2225,0.005829
1817,0.8578,-0.2225,0.005831
